key,method,path,origin,summary,description,inputs,bound_intents,regex_domain,action,domain_corrected,entity
4aa1e5a7ad10c2337e90d621dc3389f86e04a495031ff447d3d5b1454191437f,GET,/fx/rates/{base},https://api.tickersfeed.net,All exchange rates for a base currency,All available exchange rates for a given base currency. Returns an object of currency-code-to-rate pairs. Costs $0.001 USDC.,base,data.exchange_rates,,lookup,finance,
1df0e1a82551185a1705e7d22fac0b3303c71e4fe4532f01cf95cc8c5c874457,GET,/api/exchange,https://vibesprings.net,Real-time and historical fiat exchange rates.,,base | target,data.exchange_rates,,lookup,finance,
502990600618555aaafb2c36dcaa1ed67f2b7603ff5d77abf8f4585dfa1e1d46,GET,/api/exchange/convert,https://vibesprings.net,Convert an amount between any two fiat currencies with live ECB rates.,,from | to | amount,data.exchange_rates,,transform,finance,
24d07dd5aa87ed49a441b3ff33c632ff0abde3b0e455ea4d212109848cb10bdf,GET,/api/exchange/history,https://vibesprings.net,"""Daily exchange rate time series for any currency pair, up to 365 days.""",,base | to | start | end,data.exchange_rates,finance,lookup,,
887b0b4ee0013ce981c839aa9901663b15c1e0915942ee8fe5404a2d0d33a93a,POST,/api/workflow/invoice-fx,https://vibesprings.net,Multi-currency invoice workflow. Converts line items to target currency and generates PDF.,,invoiceNumber | from | to | targetCurrency | items | notes | dueDate,data.exchange_rates,,transform,finance,
59de26f36ae77cca17360906fb9c5e2a5ba3016c6b4eaab83b4dc3360c5d7285,POST,/exchange-rates,https://x402.agentutility.ai,Exchange rates.,"""Exchange rates. Latest or historical FX rates between currencies, sourced from the European Central Bank (Frankfurter API). 30+ currency pairs. Optional amount conversion. No commercial restrictions. Specify a base currency (default USD), an optional quote currency or list, an optional date (YYYY-MM-DD or 'latest'), and an optional amount to also receive a converted value when a single quote is su""",base | quote | date | amount,data.exchange_rates,finance,lookup,,
b652b9d633cdb820a74a8454e470acff9b6724beb886a242e867e712b679b154,GET,/api/fx/current,https://api.lastlookdata.com,Current G10 FX rate,Returns the current exchange rate for any G10 currency pair. Source: European Central Bank via Frankfurter.,pair,data.exchange_rates,finance,lookup,,
0818ab36b42c9495825ef2123beddd62e5a09c469fb5297313977ea082800822,POST,/api/v1/modal/sandbox/create,https://blockrun.ai,Create Modal Sandbox,"""Create a managed Python 3.11 sandbox with bounded CPU, memory, and lifetime limits. GPU sandboxes (T4/L4/A10G/A100/H100) upgrade to per-type pricing — see `/pricing`.""",image | timeout | cpu | memory | gpu,agent.memory,compute,provision,,
f335fde7ce4b418e09fa20e2fac939af0e0a776cf7690cabd002a6abfdc74623,GET,/memory/summary/{address},https://protocol.origindao.ai,Agent memory summary,"""Memory crystal counts by category (rug_detection, vol_analysis, etc.).""",address,agent.memory,,lookup,storage,
c80cb852112e48fe6832ca0a96f08f0e3e1b272b99c23af488b0e9a333230d1f,POST,/api/store/doc-delete,https://2s.io,"""STORE: delete a stored document by id, scoped to YOUR wallet.""","""STORE: delete a stored document by id, scoped to YOUR wallet. Idempotent — deleting a missing id succeeds with deleted:false. Private to your wallet (the x402 payer).""",trial | ns | id,agent.memory,crypto,provision,storage,
7e741a4e1ddc18064d7cf1df6d62e67cb62d73916a9ac151188515c55778cd51,POST,/api/store/doc-get,https://2s.io,"""STORE: fetch a stored document by id, scoped to YOUR wallet.""","""STORE: fetch a stored document by id, scoped to YOUR wallet. Returns its body + meta. Reading resets the 90-day TTL (extend-on-touch). 404 if missing or expired. Private to your wallet (the x402 payer).""",trial | ns | id,agent.memory,crypto,lookup,storage,
99bc497f6f8be1a6e337c10863fd221aa4d7c9ddb4489d907d382a3da8d9641e,POST,/api/store/doc-search,https://2s.io,STORE: full-text keyword search over documents you stored...,"""STORE: full-text keyword search over documents you stored in a namespace, scoped to YOUR wallet. Uses SQLite FTS5 — supports terms, phrases (""""...""""), AND/OR/NOT, and prefix* matching. Returns ranked hits with body + meta + a relevance score (higher = better). Searching does NOT extend TTLs. Private to your wallet (the x402 payer).""",trial | ns | query | limit,agent.memory,crypto,search,storage,
3f7b7f03eb39f35c275552178152f1b185d1e9b19c158909e4022ece656f00ca,POST,/api/store/kv-delete,https://2s.io,"""STORE: delete a key/value you stored, scoped to YOUR wallet.""","""STORE: delete a key/value you stored, scoped to YOUR wallet. Returns whether a value was removed. Idempotent — deleting a missing key succeeds with deleted:false. Private to your wallet (the x402 payer).""",trial | ns | key,agent.memory,crypto,provision,storage,
446d8c6a622b8ae56b40153ff7998c597d3fc37c7e1a3cdba2cb8bb5a9b85b34,POST,/api/store/kv-get,https://2s.io,STORE: read back a JSON value you stored with store.kv-put...,"""STORE: read back a JSON value you stored with store.kv-put, scoped to YOUR wallet. Returns the value and its expiry. Reading the object resets its 90-day TTL (extend-on-touch). Returns 404 if the key doesn't exist or has expired. Data is private to your wallet (the x402 payer) — no account or API key.""",trial | ns | key,agent.memory,crypto,lookup,storage,
f07aa66bf3dea400b078ab333aa72731271813bb96f6a85d162b7c545d76e6bd,POST,/api/store/kv-put,https://2s.io,"""STORE: persist a JSON value under a key, scoped to YOUR...""","""STORE: persist a JSON value under a key, scoped to YOUR wallet (the x402 payer). Key/value store with retrieval — set a value once, read it back later with store.kv-get or list with store.kv-scan. Data is private to your wallet and kept on a rolling 90-day window that resets every time you touch the object. Use a namespace (ns) to group related keys. Value up to 1 MB; no per-wallet total cap. No a""",trial | ns | key | value,agent.memory,crypto,provision,storage,
89dd4341533da04d6f5485f85bc530ca83830470c165689545e19d88d37c7c3c,POST,/api/store/kv-scan,https://2s.io,"""STORE: list keys in a namespace, scoped to YOUR wallet...""","""STORE: list keys in a namespace, scoped to YOUR wallet, optionally filtered by key prefix and paginated with a cursor. Set values:true to include each value inline. Ordered by key; returns nextCursor when more remain (pass it as `after`). Scanning does NOT extend TTLs. Private to your wallet (the x402 payer).""",trial | ns | prefix | limit | after | values,agent.memory,crypto,lookup,storage,
7723eaf2da4b433b1d536a156beb157e4a92c795367e090b903375871c885eba,POST,/api/store/vector-delete,https://2s.io,"""STORE: delete a vector by id from a namespace, scoped to...""","""STORE: delete a vector by id from a namespace, scoped to YOUR wallet. Idempotent — deleting a missing id succeeds with deleted:false. Private to your wallet (the x402 payer).""",trial | ns | id,agent.memory,crypto,provision,storage,
bd9c00343fc882a8c79b0e287db49bb9563da1ad99c1f43880a826be2fcd73ea,POST,/api/store/vector-query,https://2s.io,STORE: nearest-neighbor search over vectors you upserted in...,"""STORE: nearest-neighbor search over vectors you upserted in a namespace, scoped to YOUR wallet. Pass a query embedding (same dimensionality as the stored vectors) and get the top-K most similar by cosine similarity, each with its body + meta + score (1.0 = identical). The retrieval half of agent memory / RAG — bring your own query embedding. Querying does NOT extend TTLs. Private to your wallet (t""",trial | ns | embedding | topK,agent.memory,crypto,search,storage,
09f3a1a938cdddbad62d2bebfe1b52b4acb5ccd7722bdf2a365bce330bc8f5ad,GET,/feeds/agent-memory,https://x402.payperbyte.io,"""Agent Memory Index — latest PayPerByte broadcast ($0.050 / call, ~13000B)""","""Decentralized storage/memory networks for agent state + RAG (Filecoin, Walrus, Arweave, Storj, Autonomys, Sia, Irys, 0G): active-node accounting and used-vs-capacity where source APIs respond, geo-concentration, agent-memory tooling status, per-metric provenance + data-quality flags, and a byte_score.""",,agent.memory,media,lookup,data,
f5f3723558412bd6d2e22bd8edbe41ab47aec210a9bc0e5c289751cff5f1217f,POST,/v1/sql/query,https://db.gedx402.com,Agent Memory Agent Memory,"""Read-only SQL on shared agent memory database. POST SELECT with optional params; results capped at 1000 rows. With valid session_token from POST /v1/memory/sessions, no x402 until query credits exhausted. x402 settlement USDC per request (see npm run pricing:report) worst-case per standalone query. Hero: GET /heroes/sql-query. Bundle: GET /v1/models?bundle=memory. Shard omitted from default OpenAP""",sql | params | session_token,agent.memory,,lookup,storage,
eb0cb0c697d408411d343ca94ebc2bf0e7abf36b87013beb4f0e6d42a040b849,POST,/memory/store,https://api.babyblueviper.com,Store Memory,Store agent memory - ~2 sats per KB (min 50 sats). Bearer balance or x402 (USDC on Base).,authorization | agent_id | key | value,agent.memory,shop,provision,storage,
3bfacf3a9bc28c1ed463f471d08553c297f18cb092cbdc8a588656d4e155acaf,POST,/memory/get,https://api.babyblueviper.com,Get Memory,Retrieve agent memory - ~1 sat per KB (min 20 sats). Bearer balance or x402 (USDC on Base).,authorization | agent_id | key,agent.memory,,lookup,storage,
c740bd9f59acd50e7fbcf7ba565878f05322fe044b1b3de4a05b3a818fec2ab9,POST,/shop/x402/buy,https://x402.clashofcoins.com,Buy a Clash of Coins game shop item with x402,Canonical payable x402 route for Clash of Coins shop purchases. Use the same JSON body on the unpaid challenge request and the paid retry.,PAYMENT-SIGNATURE | nickname | address | itemId | quantity,shop.tcg_catalog,maps,provision,shop,
1bb7109c33f9ce642f3ae9f3f3e0e5d29ac8e2c434517c4dfa123bffb04b1d59,GET,/api/services,https://x402.coinopai.com,ForgeMesh service catalog — purchasable service cards,,category,shop.tcg_catalog,,lookup,shop,
d84156f89e99cfcbe20d20b4f43f425b1cb0aaf8384957e2717c3062ebf64a21,GET,/api/catalog,https://x402.coinopai.com,ForgeMesh signal safety catalog,,,shop.tcg_catalog,,lookup,devtools,
a6a7e38496351ab2bf69617d4ec18bb9c658360dc07913c3df629cd58f23f2a4,POST,/card-resolve,https://x402.agentutility.ai,Card resolver,"""Card resolver / graded card string normalizer / free-form card text → canonical card object. Takes any descriptive string ('2018 Topps Update Juan Soto RC PSA 9', '1999 Pokemon Base Set Charizard Holo PSA 10', 'MTG Black Lotus Alpha BGS 8.5') and returns a structured object: sport_or_tcg, year, set, player_or_card_name, parallel, grade, grader, cert_number. Plus a confidence score and a determinis""",card,shop.tcg_catalog,realestate,transform,shop,
8f7cb0bfc50014584638ebb70caf9cd6026e964da380a2e0f3a25fd5895f79f4,POST,/v1/media/metadata,https://api.relaystation.ai,Read or write container metadata,"""Read OR write container metadata tags (ffprobe / ffmpeg -metadata, STREAM-COPY — no re-encode). Body: { file: <source>, set?: { title?|artist?|album?|comment?|genre?|date?|track?|composer?: string|number } }. set absent → JSON { metadata: { …tags } } (read). set present → the re-tagged file in the uniform JSON output envelope (source container preserved). Unknown tag keys are ignored (only the all""",file | set,shop.tcg_catalog,shop,transform,media,
3ee7055e2817ea5d09ba377a8cd45b9002487f36ed4a8c64aa9cd983434ef256,POST,/v1/data/suverse-game-free-by-category,https://proxy.suverse.io,Free Games by Category,"""List free-to-play games in a specific genre/category such as shooter, mmorpg, strategy, card, racing, fighting or moba. Keyless FreeToGame.""",,shop.tcg_catalog,,lookup,media,
1f71b5b1e50e195d787d906d71fc2238c73569216f604feb4bed5e62a65109b2,POST,/v1/data/suverse-game-free-detail,https://proxy.suverse.io,Free Game Detail,"""Full detail for one free-to-play game by FreeToGame ID: long description, status, minimum system requirements, screenshots and publisher. Keyless.""",,shop.tcg_catalog,,lookup,media,
197bd6ef9054f6741599e7e19f8c39dbfac6ef06e3b10d0cf727a52c251515ee,POST,/v1/data/suverse-game-price-search,https://proxy.suverse.io,Game Price Search,Search games by title and get the cheapest current price plus a deal link for each match. Keyless CheapShark game lookup.,,shop.tcg_catalog,shop,search,,
29e7eb06f2efb71ad1453237543bb8e01ff4325aea7f5efd4e4d12ad68889cd6,POST,/v1/data/suverse-game-stores,https://proxy.suverse.io,Game Stores List,"""List of digital PC game stores tracked by CheapShark, with store ID, name, active flag and logo/banner images. Keyless. Use the IDs to filter deals.""",,shop.tcg_catalog,shop,lookup,,
5dd9913ef2b5ec3f47ff5999c423e176e2dedf3001b8192bb1e200be3fb7ffa8,POST,/v1/data/suverse-tcg-mtg-cards,https://proxy.suverse.io,Magic The Gathering Card Search,"""Searches Magic: The Gathering cards by name and returns matching card data (mana cost, type, rarity, set) from the magicthegathering.io API.""",,shop.tcg_catalog,,search,shop,
34457dbcf561ee322465e957f3a0fa0317aee53b44abe3a27ead836ca0956698,POST,/v1/data/suverse-tcg-pokemon-cards,https://proxy.suverse.io,Pokemon TCG Card Search,"""Searches Pokemon Trading Card Game cards by name and returns matching card metadata (set, rarity, supertype) from the Pokemon TCG API.""",,shop.tcg_catalog,,search,shop,
62887a5bd3d923dde48dd5db09d9af87a198ec17c3aef8e91ec29613d8a379a8,GET,/x402/gift-cards/search,https://api.bitrefill.com,Search gift card products,Search gift cards by query and optional country. Returns product slugs for product detail.,q | country | PAYMENT-SIGNATURE | X-Access-Token,shop.tcg_catalog,crypto,search,shop,
34d6db7fa93ab99572b809aa9912cc71a6805d72a2b7eafc135082a70b10b278,GET,/get-card,https://laso.finance,Order a USA prepaid card,"""Pay between \$5–\$1000 USDC to order a Laso Finance USA prepaid card. By default returns JSON with auth credentials and card info (for AI agents). Pass `format=html` to get an HTML redirect to the card redemption URL (for browser-based flows).  The JSON response includes a `card.status` of `""""pending""""`. Card details (number, CVV, etc.) take ~7-10 seconds to become available. Poll `getCardData` at t""",amount | format,shop.tcg_catalog,web,provision,finance,
2abb91a74bd2f4c06c4dc90a8930cf5a7072524e626147bc60bd5672eb5cde40,GET,/order-gift-card,https://laso.finance,Order a gift card,"""Pay USDC via x402 to order a gift card. First browse the catalog via `GET /search-gift-cards` to find the `laso_server_id` for the card you want, then call this endpoint with the amount and product ID.  Returns redemption details (URL, code, and/or PIN) depending on the gift card brand.""",amount | laso_server_id | country,shop.tcg_catalog,shop,provision,,
d2a0df889e5cce684fb6b4555784c54518f040d1821f1258d52bce577eeef6eb,GET,/api/tcg/card,https://2s.io,Price a single trading card.,"""Price a single trading card. Pass game (categoryId or name), set (the groupId), and productId (the TCGplayer product id, from tcg.set-prices). Returns the matching card { productId, name, number, rarity, prices:[{ subType, market, low, mid, high }], url } with every printing/subtype. 404 if the productId is not in that set. Source: TCGplayer-derived pricing via tcgcsv.com.""",game | set | productId | trial,shop.tcg_catalog,finance,lookup,shop,
